id,text,发布时间,labels,like_count,favorite_count,comment_count,share_count,tags
7437071477553351990,"#上热门 #同城精选上热门话题 #邯郸市 #实名举报 #邯郸新闻 我是张冲,是东黄鼠村的村民,在北鹏工厂做过车间工人,现实名举报邯郸北鹏节能,科技有限公司,法人刘康宁。工厂17年以生产保温板为由,落地在寒山区,现打着生产水性漆的名号,违法生产油,性涂料,对外却宣称是水性,涂料,且工厂未取得牌屋,许可证的前提下就进行制裁。也没有进行环评手续验收区管委会及当地环保部门放任不管失职失责导致污染环境严重影响周边工作人员的身体健康破坏我们的生存环境希望有关部门能看到我们普通老百姓的发声向相关部门的失职问责关闭关停摘企业的违法行为 ",2024-11-14,Y,214,26,19,45,"['上热门', '同城精选上热门话题', '邯郸市', '实名举报', '邯郸新闻']"
7428184720674016563,"请求广东省汕头市潮阳区人大常委会马文玲主任依法重视 實名舉報廣東省上頭市朝陽區人民法院彭瑞昌案件主審法官林子平廳長請求廣東省上頭市朝陽區人大常委會馬雲林主任依法介入立案監察我是彭德武是廣東省上頭市朝陽區貴於鄉同村的村民是舉報村委書記彭瑞昌犯罪的實名舉報人現在是2024年10月21號彭德武警員今天在抖音平台依法向馬雲林主任實名舉報林子平在辦理彭帥川案件存在的違法問題第一點法庭查明認定彭帥川賣商住樓賺的三千兩百多萬是非法牟利但是林子平違反相關法律法規的規定法國刑法第64條法條規定非法牟利應該予以追繳沒收但是林子平沒有追繳這筆非法牟利他的違法行為導致整個案件的程序嚴重的違法那麼應該依法追究他相應的法律責任第二點,彭帥川的詐騙罪,詐騙政府五萬塊錢非法轉讓土地使用權罪,涉案金額三千多萬沒有罪獎那麼這兩個犯罪加起來的刑期來減掉違法認定可以減刑的違法事項那麼說,判了彭瑞昌兩年八個月處一百多萬的罰金今天彭德武闡述一下有多少項違法的認定來給彭瑞昌講刑第一個認定彭瑞昌是投案自首的第二個認定彭瑞昌到案之後揭發他人犯罪認定他立功第三個彭瑞昌的犯罪沒有為自己謀取私利第四個彭瑞昌罪是協助村民去詐騙政府的錢第五個認罪認罰那麼彭德武今天向馬榮林主任匯報這些違法點在哪裡彭罪犯2022年8月份被公安傳喚後逃跑被網上通緝2023年6月1號在香澎村被競爭大隊的同志抓到那麼這個投案自首是違法的認定第二點彭罪犯到案之後供出來的手是他同案的犯罪嫌疑人依據我國刑法以及刑訴訴訟法等法律法規的規定不能認定立功只能認定到案之後坦白那麼該認定是違法的認定第三點彭瑞昌沒有為自己謀取私利三千兩百多萬的非法牟利沒有追繳那麼錢去哪裡了林子平庭長錢去哪裡了你這個是一個違法的認定沒有任何的法律依據也沒有任何的法律規定這個事實可以支撐這個違法認定第四點認定彭帥娼的詐騙罪誰是出名詐騙的那麼出具證明虛構項目詐騙政府五萬塊錢全部是彭帥娼幹的那麼出名在哪裡這個詐騙罪沒有出名受到刑事的處罰也就是說該出名可能是虛構出來的目的就是為彭帥娼減刑請見諒那麼,認罪證法,兩年八個月處一百多萬的罰金,彭帥昌能不證嗎?有這麼一系列的違法政令,彭帥昌敢不證嗎?請求我們尊敬的馬雲林主任,人大是有權項監督公蔣法的違法違規操作那麼,請求你依法介入個案件,聯合紀委監委以及有權處理部門依法立案監察追究林子平的法律刑事責任,依法違規維護法律的公正維護公權力的公信度維護老百姓的合法權益維護朝陽區的法治社會請求你重視該案件 ",2024-10-21,Y,25,5,3,1,
7436882764273683763, 曝光人 苗園中 A曝光人 單位濟南市立成區人民政府行也街道辦事處濟南市立成區人民政府山東省濟南市立成區人民法院于梅 濟南市鐵路法庭審判長我叫苗園中 原住濟南市高新區港州鎮張錦村實名舉報濟南市立成區人民政府行也街道辦事處濟南市立成區人民政府山東省濟南市立成區人民法院濟南市鐵路法庭審判長于梅在我女兒苗峰姐房屋拆遷安置補償一案中不作為亂作為2014年3月24日張錦村拆遷我與濟南高新區張錦村村委會簽訂張錦村拆遷安置補償協議核定家庭成員包括女兒苗峰傑共服人2020年7月左右濟南高新區張錦村在旅行協議時發現我女兒苗峰傑已在張明秋一村村長男戶進行了安置濟南高新區張錦村以此為由拒絕對苗峰傑進行安置補償2013年女兒苗峰傑的離婚後曾持濟南利城區港溝鎮張明一村村委會開庭的证明信去济南市历城区人民政府行业街道办事处改章济南市历城区人民政府行业街道办事处明知苗峰杰在2014年11月20日没有签订拆迁补偿的资格没有获得拆迁补助及安置福利的资格错误地将它放入张宁一村拆迁安置名单中但是并没有给苗峰杰发放拆迁补助及安置福利因为济南历城区港沟镇张宁一村村委会济南市历城区人民政府行业街道办事处过错导致我女儿无法安置在张景村旧村改造过程中获得合法合规的拆迁补偿因此错误行政行为给我们造成的惨重的经济损失起诉之后山东省济南市历城区人民法院撤销了济南市历城区人民政府行给街道办事处错误安置苗峰姐的安置补偿协议并责令对方赔偿安置损失38万2200元谁知胜诉之后法院判决迟迟没有执行街道办事处也未在判决期限内将钱交付于我们手上济南铁路运输法院上判与美作出2022路7101房出280号行政判决更是严重死害苗峰杰的合法权益居然认为历城区政府与孙长南签订暗设雪山片区拆迁安置补偿协议将苗峰杰纳入孙长南互享受房屋安置人员范围并对其进行安置补偿符合片区安置政策及法律规定苗峰杰作为张景春的安置对象已经在张景春签订安置协议并获得部分过渡费的补偿因为高新区发现苗峰杰的房屋已经在商陵丘比特安置的事实所以又将补偿的过度费用收回损害的事实已经发生补的地钱23万没给我们因为没房子住只能租房到现在租房子的费用都不够别说买房子了申诉期间受尽冷眼生活上更是受到极大的困扰经济此时盘重苟头无路之下将此事曝光于网络寄希望于正义之士的舆论监督恳求有关部门能够尽快介入保持为民伸张正义维护法律权威我愿意以上所說都是事實如有不吉我願承擔一切法律責任 ,2024-11-14,Y,2,2,2,0,
7331155346129538316,实名举报 我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他好我去找他 ,2024-02-03,Y,102,7,6,19,
7254164733509635363,河北一男子实名举报医生篡改病历，导致犯罪分子减轻罪行，当地回应。#河北 #廊坊 #实名举报 @抖音小助手 我叫吴斌现市民举报浪芳市人民医院通控科主任张震涛医生李通罔顾事实利用知无知变恶意篡改受害人住院病例同一个人同一时间住院在浪芳市人民医院两份不同的病例直接导致了法医鉴定不明确起到了为犯罪分子减轻罪行的目的 ,2023-07-10,Y,2321000,34000,347000,142000,"['河北', '廊坊', '实名举报']"
7427997825914424591,"人这一辈子啊...... 本人实名举报许昌志身为电机商行,涉嫌虚假宣传诱导消费者。本人店面庄游于2020年7月4号,经朋友介绍为电机商行。空调价格优惠,空调性能稳定,自动效果好,便加了对方为好友,随后与客户进行了沟通与了解。因本人对空调的了解,空调的重量关乎着什么?整台机器的性能所以我选择了一款阳止致响一级便便空调经客服告知我内积净重9公斤外积净重25公斤我预付了10台空调电机2000元货到手付了尾款10,299元经本人参箱后发现内积净重8.5外积净重20公斤根据国家相关规定空调设备进装的误差不应该大于设备进装的正负5%也就是说一个空调如果净重为50公斤那么它的净重误差应该在正负2.5公斤以内客服告诉我他们的外积净重25公斤误差应该在1.25公斤以内我购买的扬指致响A级电瓶空调少了5公斤比商家苗子负的严重不服MING PAO CANADA MANDAO CORRECTIONS经客服开具的收据,本人在其XX未搜索到华语电器有限公司,又询问后得知为许昌市盛维电器商行。经本人在其XX搜索到有该公司,要求开具发表。对方说批发的利润低,拒开发表。我举报至许昌市税务局。本人从客服的朋友圈了解到许昌市盛维电器商行的原因。精明规模庞大而不进行税务登记税务不如的职责在哪对方对外公章涉嫌造假本人无处申诉本人在七大扎收到到对方的营业执照后举报至去许昌市市场监管局告知了许昌市市场监管局门店位置市场管理局告知我找不到门店随后他们自贴了该公司法人促使我们双方沟通协商本人的要求是退款退货,赔偿本人预约师傅上面安装的五页金一千块,对方不认可。随后,我吃癫了,取偿是市场监管局对盛无为电器商行虚假宣传诱导消费者赔偿过经济损失进行处罚。后来,市场监管局回复我,对方不接电话,也找不到门店为由,对盛无为电器商行营业指导列入异常,而结案。本人的要求是退款退货,赔偿本人预约师傅上面安装的五页金一千块,对方不认可。身为执法部门第一次与社会电信商法院沟通时为何不去固定营业执照为啥不去鉴定营业场所所在位置导致消费者遭受经济损失的无数申诉我再次询问许昌市市场管理局多少个工作日对方的营业执照列入异常他们告知我十个工作日我询问许昌市市场管理局我的申诉我的损失何处申诉建议我报警让警方协助调取法人信息随后我在许昌本地指点了许昌市110讲述我的事情110以付款式为异议而建议我在本地报警他们不受理我是一个普通的消费者为钱之路寸步难行我请求许昌市工商局市场管理局能维护一个消费者的合法权益而不是说找不到对方为由任由违法的逍遥法律我也请求许昌盛税务局能认真履行自己的职责,而不是找不到对方为由任由偷税漏税。时至今日,为维护自己的合法权益,本人奔波于许昌,空调问题迟迟得不到解决而无法使用。目前,对方信息不回,电话不接,我相信网络绝不是法外之敌。也请许昌盛有关股份能为我主张正义,而不是任由消费。而不是任由消费者遭受了损失而无处伸张本人法律一词淡泊不知道对方的涉嫌虚假宣传诱导消费者导致我惊惧神智能不能退一分三事情的后遗本人会如实公布也请往广大网友四四监督以上所述如有虚假本人负法律责任 ",2024-10-21,Y,1479,28,1751,63,
7311241228891262235,"实名举报村支部书记董超贪污挪用集体土地补偿款 我身在北京的老房子比政府车还贵我身在北京的老房子比政府车还贵我身在北京的老房子比政府车还贵我身在北京的老房子比政府车还贵我身在北京的老房子比政府车还贵我身在北京的老房子比政府车还贵前陪唱第幾比五角銀牌水電站化為苦區煙幕地帶家住重慶市彭水縣高國鎮國二層日住廖清涼身份證電話針對廖清涼的提供的線索在2009年11月份東超亂作為不作為有正規的合法手續比政府領導陳支部書記因此私有在2009年11月建设五角银牌水电站和高雄公路集体土地补偿款暂未及海豹土地面积超报加数据数额巨大五角银牌水电站库区严部集体土地和高雄公路占地公积47,719,119元东昌滩坞路用集体补偿款又在修建高速公路村民撤迁房屋地基托基地补偿款有60%的村民又得到补偿有80%的人的村民领取了两次三次的补偿款共计168万城支部书记在重点生态环境保护区内禁止任何组织和个人占用范围内狮子开班市场对外出售并且没有办理任何相关手续的前提下投资周围方圆百里灰尘笼罩作为社会的弱势群体甘露不敢言投诉我们请求上级领导查清事实反侵民一个生态依据的环境洞察在县委有关部门的保护上下不作为乱作为打压群众保护老百姓行为如不铲除,称霸黑恶势力,人民群众得不到安居乐业生活。以上情况实施移民局向人民政府在2009年11月文件规定,规划数符标准查出的一切证据图片属实。主席 ",2023-12-11,Y,54,10,3,16,
7410241188667723046,"##媒体曝光 #实名举报。 2019年8月1日被告方甚至于凌晨偷毁拆我的181号房屋将屋内的财物毁埋在地下给我带来了重大的损失这些行为又破坏了我的家庭养殖业美容业砍断了我生活的经济来源破坏市场供应污染社会环境我的性格和恶规死亡腐烂发臭对当地居民也造成了不良影响王某某在处理此事的过程中多次使用欺骗威胁为难我在土地征收过程中被告方负责人滥用职权违法超越权限把征地工作强加在人民法院之上破坏执法机关的执法抗拒国家法律无任何合法文书就强行拆毁我的房屋被告在违法拆毁我的房屋后企图掩盖其违法行为于2019年9月2日才未必利用刘某某所谓的补签协议书企图掩盖其违法行为欺骗上级和广大群众刘某某刘某某原是我生育的儿子后来我与前夫离婚后由前夫抚养户口在前夫户内在后来前夫刘月生不经我同意就找派出所户籍科把刘某某违规迁入我户内目的骗取我钱财我极力反对此外刘某某非我户代表非暗社房屋共有权人其私自签字行为系无权代理行为涉案人员利用刘某某做炮灰掩盖其违法行为实属恶意损害我的人身权利我和前夫刘月生18号旧屋的共同财产与我自建的18一号房屋混为一谈故意搞乱两屋关系,压低我的补偿款,其行为恶劣他们将我和前夫的财产混为一谈,企图掩盖其违法行为这些行为严重损害了我的经济利益和人身权利 ",2024-09-03,Y,127,2,6,5,"['媒体曝光', '实名举报']"
7400965210145705254,司法局干部实名举报区委组织部部长、副部长 官方通报 #热点 我是重庆市梁北区司法局干部我现在实名公开举报重庆市梁平区组织部部长梁北区组织部副部长滥用职权独作为 乱作为 敷衍了事 ,2024-08-09,Y,148,47,85,59,['热点']
7404460447358782772,"“派出所原所长”实名举报，安徽省纪委监委回应 我叫赵亮,原案版本是借手式,生总派手号上我已拒绝与借手式首富王正以及绿屋的海鹅市里通流客户严斥一法处理掉绿屋无侠犯罪被王正、绿屋勾结他们的保护伞分样是既为父母亲未离德人营造成女弱者的罪名向我草药处处这是我五岁蒙原被拐牙抄男的条件 ",2024-08-18,Y,5709,154,2285,1279,
7305307834378505510,11月24日，河南开封通许一女子实名举报。官方通报女子举报乡镇干部出轨家暴：已成立联合调查组调查，将依法依规处理。来源：@四川观察 @上游新闻 我實名舉報河南省開封市東旭縣孫穎鄉人民政府黨委委員組織委員毛雲飛國內出軌家暴多次拿刀砍我多次掐我的脖子與情婦逼我墮胎逼我離婚毛雲飛揚言要把我打死 ,2023-11-25,Y,5281,134,868,267,
7404300391791316239,"8月18日，#原界首市派出所所长实名举报 ，界首市首富和市纪委副书记同流合污，致其无罪蒙冤被关押2年 我叫赵亮,原来的红介绍是陈总派的头儿我已拒绝与介绍师首目王正和李俊俐的海洋合作通过自我,简直一把冲到俞渤武汉来被王正俞渤勾结,他们的保护伞私央制纪律司机魏立登,造成女装水灵将我朝我毁除,这首歌无罪无赅被拐押长达条件 ",2024-08-18,Y,5281,134,868,267,['原界首市派出所所长实名举报']
7380324121764187407,男子实名举报湖北一村干部婚内出轨自己妻子，官方：已启动再审查 本人实名举报湖北省甘阳口市门山镇楚特村副书记李上东婚内出轨我妻子破坏我的家庭这种生活中的问题除非你说有大多视频或者有特别的关键的事情根据我们现在掌握的情况没有查实因为双方当时都否认知道吧有没有其他证据虽然说没有查实但是我们也对那个干部进行了见面安排另外的同志我们再查再提及调查从两个星期之内才能反馈结果 ,2024-06-14,Y,38000,1925,4931,6330,
7393645169985195291,女子实名举报公婆名下有巨额不明资产：“家庭资产近亿元，拥有八套商铺”。7月19日下午，南充市发改委发布情况通报 直名举报我的公共南充市物价局价格检查监督分局局长同后工商银行南充分行计财处处长其家庭资产在8000万到一个亿之间我所知道的商铺共8处总面积超过6000个平方住宅3处总面积超过400个平方其资产远远超出体制内人员的正常收入by bwd6 ,2024-07-20,Y,1287,104,239,976,
7362932774329797929,市监局科长被举报利用职务之便，非法囤积商标100多个，证据造假对企业恶意打击报复#实名举报 #宜昌市场监督管理局 #宜昌商标注册 我實名舉報湖北省宜昌市市場監督管理局商標和地理標誌科科長秦早君同期商標多達一百多個並包含宜昌多地地名商標多次求購商標未果反被其惡意打擊報復頻頻發起對我品牌的投訴和攻擊秦早君的母親熊明清作為註冊人向商標局提供的使用證據照片上皆為自己一家人且賈政忠母親熊明清秦早君和妹妹秦鴻燕還親自出鏡亮相賈政忠的弟子是之江七对餐厅证据中之江七对餐厅在2019年至2021年长达三年的时间里都是没有营业执照的为了证明其使用痕迹不被我们撤删却给出了一份这样的红头文件的声明去证明该餐厅无证经营的合法化秦早君是你们那个商标与地理科的科长啊啊对是的我要跟我的领导就是汇报一下然后核实一下 ,2024-04-28,Y,146000,2481,29000,28000,"['实名举报', '宜昌市场监督管理局', '宜昌商标注册']"
7400761387028368677,重庆一司法局干部实名举报区委组织部部长、副部长？官方回应：不属实#热点新闻事件 #热点追踪 #举报 我是重庆市梁北区司法局干部我现在实名公开举报梁北区组织部部长副部长证人他那个情况还是不出事的那边有专门的地方性机构他们会公开吗 ,2024-08-08,Y,616,35,16,52,"['热点新闻事件', '热点追踪', '举报']"
7435239802192088347,"四川江油农商行员工实名举报原董事长“七宗罪”，涉事者及银行回应称不属实 高冰高带,违法放弹,数十笔,应得上预约因违法放弹,被应揭据,处罚仅30万元 ",2024-11-09,Y,8,0,4,0,
7166407656419101952,  大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪大风新闻四川江油农商行员工实名举报原董事长‘七宗罪”涉事者及银行回应称不属实举报人一共列出“七宗罪,2022-11-16,Y,75,8,15,30,
7404353965309087017,"原派出所所长实名举报，界首市首富和纪委副书记等""使其无罪蒙冤被关押两年""#黑恶势力 #实名举报 #扫黑除恶 我叫赵亮,原案版本的介绍是陈总派出所长我已拒绝与介绍社首府王安成以及律工委凯特市的通用客户简直是一把出于了律务误导的板凳被王安成用公众手段成为保护傘虽然是纪委副书记魏笔的人但要是你说的对比将会草率扑朔至少要拱嘴牛牙对拐弯长达了良心 ",2024-08-18,Y,424000,9417,90000,68000,"['黑恶势力', '实名举报', '扫黑除恶']"
7396864097515605288,"清华毕业生实名举报苏州工业园区商务局局长 。 编辑：王磊 大家好,我是老乡苏州工业园区商务局科美2018年新款毕业生我实名向苏州市纪委监狱举报苏州工业园区商务局局长祝欢在政府采购中每一标串标预设下个套现数据立即输送我已拒绝参与祝欢团伙在政府采购中的违规违法活动在此后的三年中遭到了长期报复我所有的主要成果工作成果被剥夺档案被秘密抹黑 ",2024-07-29,Y,424000,9417,90000,68000,
7429276181419134249,韩安冉实名举报汪静逃税：已经偷税漏税几千万甚至上亿希望有关部门严查#韩安冉 #实名举报 #偷税漏税 #汪静 当然本人实名之举报汪精依托超投偷税漏税恶意逃税那么他一个月的经理人最少也是500万多的时候有经理人有800万甚至上千万他其实是就是偷税漏税恶意逃税以及说是分他逃税躲税金额可能只有几千万甚至上亿了那么希望有关方面一眼查 ,2024-10-24,Y,63000,3776,4406,64000,"['韩安冉', '实名举报', '偷税漏税', '汪静']"
7404343600420506921,"8月18日#原安徽某派出所所长实名举报 界首市首富和市纪委副书记等官商勾结 同流合污，致使自己无罪蒙冤被关押两年… #实名举报 #社会百态 我叫赵亮,原案版的接手式称统派手号上我已拒绝与接手式首辅王整以及吕无理、海格势力通用后简直一把处理掉吕无无大团队被王整、吕无无勾结他们的保护伞复杨市纪委副书记魏迪担任伪造证据落实对比将我草无附属这是我无罪蒙冤被关押长达两年 ",2024-08-18,Y,43000,1570,5509,12000,"['原安徽某派出所所长实名举报', '实名举报', '社会百态']"
7296860187321716031,视频中一女子手持身份证并配文，“本人顾敏琪，中共党员，江苏常州市级机关文职人员。现实名举报前夫张涛（中共党员，现任溧阳市副市长）私生活言行失当，具体情况如下，提请相关部门介入调查。”11月2日，当地回应称，纪检监察机关已会同相关部门启动核查程序，将根据核查情况依规依纪依法处置。 我也曾经憧憬过不太美结果只能靠一首歌唱得再熟悟 ,2023-11-02,Y,13000,442,1124,2740,
7419859636561497384,刑满释放人员实名举报黑龙江一监狱：犯人监区内聚众赌博、用手机与外界通联  刑满释放人员实名举报黑龙江一监狱：犯人监区内聚众赌博、用手机与外界通联王勇称今年4月，还有犯人用手机与外界通联他还提供了2021年犯人在监区赌博的照片王勇表示，照片是狱友拍摄，之后自己通过手机把照片发给监狱外面的亲属,2024-09-29,Y,29000,3023,2281,8309,
7327554994943708466,"包浆传递#河南郑州 我叫徐鹏,河南省郑州市人。我要实名举报王振波、徐玉梅在郑州市贩卖毒品至今长达20年,贩毒所得2000多万及其背后保护伞的犯罪行为。我三岁时,母亲徐玉梅把我父亲杀死,被判无期徒刑。徐玉梅出狱后,改嫁也是刚刚出狱的王振波,两人一起贩毒至今,挣了2000多万。王振波曾因贩毒、吸毒多次被公安机关处理。他們頻繁前往武漢戒毒所去發展毒販上線和下線他們曾用王任波家的老宅當作販毒窩點每天來買毒品的人不勝其數並長期讓一個微成年的小女孩小點為其送毒品現在仗著自身有疾病和有保護傘依然在販毒他們兩個出獄後沒上過一天班沒做過任何生意兩千多萬全是販毒所得他們用販毒所得在珍州市買了兩套住宅和兩間商品房全在徐玉梅名下两套住宅分别是金水区健康路天下省9号楼一单元2703号一百七街保险公司家属院10号楼二单元二楼东户120平住宅银行基金存款现金共1000多万2023年2月郑州市禁毒支队依法对王振波徐玉梅的贩毒事实开始调查后来郑州市刑事犯罪侦察局出面打招呼停止了調查,並告訴王振波、徐玉梅我到禁毒支隊舉報他們的事情懇請紀委、政法委和上級公安機關徹查此事,清除毒販及其保護傘環鎮州一片藍天 ",2024-01-24,Y,9634,369,942,532,['河南郑州']
7404308499632540943,原派出所所长实名举报界首市首富和市纪委副书记等人 前置引發出移到六公路大牌內被往者六公路勾結他們就報復三引導者擬作罪名這首五歲文章被拐而長達兩年 ,2024-08-18,Y,9634,369,942,532,
7380985155185429771,打假网红“铁拳出击”被指破坏他人家庭，女方承认曾发生关系。 本人現 拿起身分證 實名舉奏打假網紅鐵拳出擊碎女粉絲 破壞我的家庭 ,2024-06-16,Y,402,19,71,197,
7381034092403494171,打假网红“铁拳出击”被“打假”，网友实名举报其破坏家庭，女方为其粉丝， 承认多次发生关系。 “铁拳出击”回应称情况不属实。 你現在有多囂張 等會就有多狼狽 ,2024-06-16,Y,32000,2735,6608,13000,
7398378074955320576,8月2日（采访）重庆。网友实名举报重庆秀山县学校营养餐配送中存在问题猪肉。当地回应：成立工作专班 调查结果会及时公布。（洪观新闻记者 万清云） 本人实名举报重庆市秀山县渔教景丰食品有限公司存在严重的违规违法行为城里工作专班现在正在调查当中举报人就是在2023年有向你们反映这个情况为什么这个一年多你们都没有去调查这个事情这个事情我不清楚这里相关的人员在负责相关具体是哪个部门呢这个我就不清楚这个我们后续肯定调查出来结果了具体是怎么样子的我们肯定会告知公众不信請你們稍微耐心等待一下吧 ,2024-08-02,Y,35000,901,8781,1736,
7429810671069515017, 曝光人 杨建昌 地址 无锡市新武区朔方镇润朔园23号202电话 13338780167 身份证号码 320222195811277270被曝光人 无锡市新武区朔方街道领导陆有恒和邹峰无锡市新武区朔方法院法官王帆无锡市中级人民法院法官陈静宇曝光内容 本人杨建昌 男 身份证3202221958111277270实名举报朔方政府领导陆有恒和周峰主任滥用职权训司枉法 事件经过因无锡市新武区朔方街道的开发在2019年4月15日朔方街道领导陆有恒在没有任何合法手续的情况下对无锡市益昌机械电器有限公司进行强拆逼迫益昌公司法人杨建昌签字另外 无锡市益昌公司在起诉朔方街道违法拆迁过程中在法院没有判决前2019年11月5日傍晚朔坊街道办领导邹峰对益昌公司实行第二次强拆而且在没有任何依据的情况下强行逼迫益昌公司支付武昌公司44万余元益昌公司在为了息事宁人万不得已的情况下支付了武昌公司20万元邹峰主任属于知法犯法希望新武区纪委对陆永恒邹峰主任滥用职权贪污腐败的事进行彻查另外还举报陆永恒邹峰主任對朔坊街道八戶居民房屋實行強拆有其中四人西惠明、張又林、陳偉紅、西紅男的相關舉報材料及電話同時無錫武昌環境科技有限公司違法侵佔集體土地四畝多長達十年時間本人有當時實際侵佔現場的視頻記錄期間本人於2020年6月12日下午3點舉報該情況指朔坊街道路有橫處但是其非但不解決還強迫一倉公司要支付武昌公司的拆遷費补偿款440966元而且本人与朔坊街道陆有恒武昌公司老板及新武区住建局负责人之间有谈话录音可以证明相关情况集体土地属于集体组织的全体成员武昌公司根本没有任何权利使用属于非法使用应当依法追究相关街道的管理人员的责任并清算相关侵占费用按照每亩每年3万元计算一共为120万元依法应当上缴给朔坊街道其中陆有恒属于严重贪赃枉法官商勾结依法应当严肃处理且针对此事件我先后两次向无锡市新武区朔方法院无锡市中级人民法院提出上诉无锡市新武区朔方法院审判长王帆无锡市中级人民法院审判长陈静雨在没有调查事实真相的情况下对整个案件枉法判决有失公正希望广大网友及有关部门可以关注我的事情还我一个公道还人民群以上所述若有虚假夸大没有真凭实据我愿承担一切法律责任谢谢各位网友 [含实名信息],2024-10-26,Y,227,7,11,17,
7404305827923774746,"8月18日，原界首市城东派出所所长赵亮，实名举报界首市官员和首富同流合污，致其无罪蒙冤被关押两年。 我叫赵亮,原案版本的介绍是陈总派出所的我已拒绝与介绍室首富王正和旅屋的海鹅势力通流合伙简直是一把锄医了旅屋的伟大范围被王正和旅屋勾结,他们的保护伞虽然是纪委副书记魏笔的任伪造证据弱至罪名,将我错误处罚这是我五岁蒙冤,被拐押长达两年 ",2024-08-18,Y,77000,2394,9977,20000,
